,gl_number,met_id,role
0,1000100,1,SUBSTRATE
1,1000100,2,SUBSTRATE
2,1000100,3,SUBSTRATE
3,1000100,4,PRODUCT
4,1000100,5,PRODUCT
5,1000100,6,PRODUCT
6,1000101,4,SUBSTRATE
7,1000101,7,SUBSTRATE
8,1000101,9,SUBSTRATE
9,1000101,10,PRODUCT
10,1000101,11,PRODUCT
11,1000101,12,PRODUCT
12,1000102,12,SUBSTRATE
13,1000102,13,SUBSTRATE
14,1000102,15,PRODUCT
15,1000102,16,PRODUCT
16,1000103,2,SUBSTRATE
17,1000103,3,SUBSTRATE
18,1000103,6,PRODUCT
19,1000103,7,SUBSTRATE
20,1000103,10,PRODUCT
21,1000103,11,PRODUCT
22,1000103,16,SUBSTRATE
23,1000103,23,PRODUCT
24,1000104,7,SUBSTRATE
25,1000104,10,PRODUCT
26,1000104,11,PRODUCT
27,1000104,23,SUBSTRATE
28,1000104,29,PRODUCT
29,1000105,7,SUBSTRATE
30,1000105,10,PRODUCT
31,1000105,11,PRODUCT
32,1000105,29,SUBSTRATE
33,1000105,31,SUBSTRATE
34,1000105,33,PRODUCT
35,1000106,7,SUBSTRATE
36,1000106,10,PRODUCT
37,1000106,11,PRODUCT
38,1000106,33,SUBSTRATE
39,1000106,38,SUBSTRATE
40,1000106,41,PRODUCT
41,1000107,41,SUBSTRATE
42,1000107,43,PRODUCT
43,1000107,44,PRODUCT
44,1000108,13,SUBSTRATE
45,1000108,15,PRODUCT
46,1000108,44,SUBSTRATE
47,1000108,48,PRODUCT
48,1000109,2,PRODUCT
49,1000109,48,SUBSTRATE
50,1000109,50,PRODUCT
51,1000110,123,SUBSTRATE
52,1000110,635,SUBSTRATE
53,1000110,636,PRODUCT
54,1000110,1177,PRODUCT
55,1000111,125,SUBSTRATE
56,1000111,635,SUBSTRATE
57,1000111,636,PRODUCT
58,1000111,1179,PRODUCT
59,1000112,133,SUBSTRATE
60,1000112,1041,SUBSTRATE
61,1000112,118,PRODUCT
62,1000112,700,PRODUCT
63,1000112,1046,PRODUCT
64,1000113,148,SUBSTRATE
65,1000113,635,SUBSTRATE
66,1000113,636,PRODUCT
67,1000113,1177,PRODUCT
68,1000114,1287,SUBSTRATE
69,1000114,100,PRODUCT
70,1000114,700,PRODUCT
71,1000114,1282,PRODUCT
72,1000115,1287,SUBSTRATE
73,1000115,103,PRODUCT
74,1000115,700,PRODUCT
75,1000115,1282,PRODUCT
76,1000116,157,SUBSTRATE
77,1000116,320,PRODUCT
78,1000117,168,SUBSTRATE
79,1000117,713,SUBSTRATE
80,1000117,1043,SUBSTRATE
81,1000117,705,PRODUCT
82,1000117,885,PRODUCT
83,1000117,1048,PRODUCT
84,1000118,319,SUBSTRATE
85,1000118,709,SUBSTRATE
86,1000118,302,PRODUCT
87,1000118,646,PRODUCT
88,1000118,700,PRODUCT
89,1000118,1134,PRODUCT
90,1000119,189,SUBSTRATE
91,1000119,700,SUBSTRATE
92,1000119,709,SUBSTRATE
93,1000119,321,PRODUCT
94,1000119,409,PRODUCT
95,1000120,188,SUBSTRATE
96,1000120,700,SUBSTRATE
97,1000120,1054,SUBSTRATE
98,1000120,189,PRODUCT
99,1000120,1050,PRODUCT
100,1000121,222,SUBSTRATE
101,1000121,705,SUBSTRATE
102,1000121,1179,SUBSTRATE
103,1000121,137,PRODUCT
104,1000121,445,PRODUCT
105,1000122,195,SUBSTRATE
106,1000122,425,SUBSTRATE
107,1000122,104,PRODUCT
108,1000122,413,PRODUCT
109,1000122,705,PRODUCT
110,1000123,219,SUBSTRATE
111,1000123,883,SUBSTRATE
112,1000123,223,PRODUCT
113,1000123,845,PRODUCT
114,1000124,196,SUBSTRATE
115,1000124,700,SUBSTRATE
116,1000124,1054,SUBSTRATE
117,1000124,128,PRODUCT
118,1000124,1050,PRODUCT
119,1000125,518,SUBSTRATE
120,1000125,713,SUBSTRATE
121,1000125,1145,SUBSTRATE
122,1000125,357,PRODUCT
123,1000125,1138,PRODUCT
124,1000126,201,SUBSTRATE
125,1000126,1194,SUBSTRATE
126,1000126,202,PRODUCT
127,1000126,705,PRODUCT
128,1000126,1191,PRODUCT
129,1000127,203,SUBSTRATE
130,1000127,1105,SUBSTRATE
131,1000127,201,PRODUCT
132,1000127,713,PRODUCT
133,1000128,209,SUBSTRATE
134,1000128,709,SUBSTRATE
135,1000128,206,PRODUCT
136,1000129,262,SUBSTRATE
137,1000129,373,SUBSTRATE
138,1000129,709,SUBSTRATE
139,1000129,206,PRODUCT
140,1000129,499,PRODUCT
141,1000129,700,PRODUCT
142,1000130,263,SUBSTRATE
143,1000130,374,SUBSTRATE
144,1000130,713,SUBSTRATE
145,1000130,208,PRODUCT
146,1000130,502,PRODUCT
147,1000130,705,PRODUCT
148,1000131,302,SUBSTRATE
149,1000131,883,SUBSTRATE
150,1000131,223,PRODUCT
151,1000131,919,PRODUCT
152,1000132,733,SUBSTRATE
153,1000132,440,PRODUCT
154,1000132,713,PRODUCT
155,1000133,713,SUBSTRATE
156,1000133,1100,SUBSTRATE
157,1000133,1160,SUBSTRATE
158,1000133,218,PRODUCT
159,1000133,502,PRODUCT
160,1000133,705,PRODUCT
161,1000134,108,SUBSTRATE
162,1000134,700,SUBSTRATE
163,1000134,299,PRODUCT
164,1000134,442,PRODUCT
165,1000135,109,SUBSTRATE
166,1000135,705,SUBSTRATE
167,1000135,300,PRODUCT
168,1000135,445,PRODUCT
169,1000136,383,SUBSTRATE
170,1000136,709,SUBSTRATE
171,1000136,412,PRODUCT
172,1000136,1134,PRODUCT
173,1000137,235,SUBSTRATE
174,1000137,709,SUBSTRATE
175,1000137,412,PRODUCT
176,1000137,700,PRODUCT
177,1000138,237,SUBSTRATE
178,1000138,709,SUBSTRATE
179,1000138,548,PRODUCT
180,1000138,700,PRODUCT
181,1000139,239,SUBSTRATE
182,1000139,709,SUBSTRATE
183,1000139,700,PRODUCT
184,1000139,747,PRODUCT
185,1000140,238,SUBSTRATE
186,1000140,709,SUBSTRATE
187,1000140,689,PRODUCT
188,1000140,700,PRODUCT
189,1000141,236,SUBSTRATE
190,1000141,709,SUBSTRATE
191,1000141,497,PRODUCT
192,1000141,700,PRODUCT
193,1000142,541,SUBSTRATE
194,1000142,204,PRODUCT
195,1000142,646,PRODUCT
196,1000142,700,PRODUCT
197,1000143,248,SUBSTRATE
198,1000143,249,PRODUCT
199,1000143,709,PRODUCT
200,1000144,356,SUBSTRATE
201,1000144,248,PRODUCT
202,1000144,1134,PRODUCT
203,1000145,261,SUBSTRATE
204,1000145,701,SUBSTRATE
205,1000145,1055,SUBSTRATE
206,1000145,1051,PRODUCT
207,1000145,1218,PRODUCT
208,1000146,517,SUBSTRATE
209,1000146,709,SUBSTRATE
210,1000146,1144,SUBSTRATE
211,1000146,356,PRODUCT
212,1000146,1134,PRODUCT
213,1000147,253,SUBSTRATE
214,1000147,1102,SUBSTRATE
215,1000147,250,PRODUCT
216,1000148,252,SUBSTRATE
217,1000148,705,SUBSTRATE
218,1000148,203,PRODUCT
219,1000148,445,PRODUCT
220,1000149,258,SUBSTRATE
221,1000149,709,SUBSTRATE
222,1000149,259,PRODUCT
223,1000149,700,PRODUCT
224,1000149,847,PRODUCT
225,1000150,142,SUBSTRATE
226,1000150,1045,SUBSTRATE
227,1000150,272,PRODUCT
228,1000150,707,PRODUCT
229,1000150,1049,PRODUCT
230,1000151,259,SUBSTRATE
231,1000151,1102,SUBSTRATE
232,1000151,194,PRODUCT
233,1000152,107,SUBSTRATE
234,1000152,1192,SUBSTRATE
235,1000152,255,PRODUCT
236,1000152,1190,PRODUCT
237,1000153,107,SUBSTRATE
238,1000153,209,PRODUCT
239,1000153,709,PRODUCT
240,1000154,107,SUBSTRATE
241,1000154,1041,SUBSTRATE
242,1000154,108,PRODUCT
243,1000154,700,PRODUCT
244,1000154,1046,PRODUCT
245,1000155,262,SUBSTRATE
246,1000155,700,SUBSTRATE
247,1000155,442,PRODUCT
248,1000155,831,PRODUCT
249,1000156,263,SUBSTRATE
250,1000156,315,SUBSTRATE
251,1000156,713,SUBSTRATE
252,1000156,197,PRODUCT
253,1000156,1250,PRODUCT
254,1000157,143,SUBSTRATE
255,1000157,700,SUBSTRATE
256,1000157,210,PRODUCT
257,1000157,442,PRODUCT
258,1000158,276,SUBSTRATE
259,1000158,1144,SUBSTRATE
260,1000158,332,PRODUCT
261,1000158,1134,PRODUCT
262,1000159,490,SUBSTRATE
263,1000159,890,SUBSTRATE
264,1000159,282,PRODUCT
265,1000159,883,PRODUCT
266,1000160,282,SUBSTRATE
267,1000160,284,PRODUCT
268,1000160,700,PRODUCT
269,1000160,1177,PRODUCT
270,1000161,223,SUBSTRATE
271,1000161,652,SUBSTRATE
272,1000161,883,PRODUCT
273,1000161,1230,PRODUCT
274,1000162,279,SUBSTRATE
275,1000162,709,SUBSTRATE
276,1000162,295,PRODUCT
277,1000162,1134,PRODUCT
278,1000163,298,SUBSTRATE
279,1000163,713,SUBSTRATE
280,1000163,297,PRODUCT
281,1000163,502,PRODUCT
282,1000163,705,PRODUCT
283,1000164,299,SUBSTRATE
284,1000164,700,SUBSTRATE
285,1000164,264,PRODUCT
286,1000164,442,PRODUCT
287,1000165,289,SUBSTRATE
288,1000165,709,SUBSTRATE
289,1000165,700,PRODUCT
290,1000165,1017,PRODUCT
291,1000165,1134,PRODUCT
292,1000166,289,SUBSTRATE
293,1000166,423,SUBSTRATE
294,1000166,700,SUBSTRATE
295,1000166,278,PRODUCT
296,1000166,387,PRODUCT
297,1000167,311,SUBSTRATE
298,1000167,1134,SUBSTRATE
299,1000167,377,PRODUCT
300,1000167,1197,PRODUCT
301,1000168,497,SUBSTRATE
302,1000168,709,SUBSTRATE
303,1000168,509,PRODUCT
304,1000168,1134,PRODUCT
305,1000169,709,SUBSTRATE
306,1000169,747,SUBSTRATE
307,1000169,754,PRODUCT
308,1000169,1134,PRODUCT
309,1000170,709,SUBSTRATE
310,1000170,1289,SUBSTRATE
311,1000170,1134,PRODUCT
312,1000170,1300,PRODUCT
313,1000171,309,SUBSTRATE
314,1000171,423,SUBSTRATE
315,1000171,709,SUBSTRATE
316,1000171,890,SUBSTRATE
317,1000171,310,PRODUCT
318,1000171,387,PRODUCT
319,1000171,700,PRODUCT
320,1000171,883,PRODUCT
321,1000171,1134,PRODUCT
322,1000172,314,SUBSTRATE
323,1000172,700,SUBSTRATE
324,1000172,1054,SUBSTRATE
325,1000172,330,PRODUCT
326,1000172,1050,PRODUCT
327,1000173,705,SUBSTRATE
328,1000173,896,SUBSTRATE
329,1000173,1231,SUBSTRATE
330,1000173,325,PRODUCT
331,1000173,445,PRODUCT
332,1000173,502,PRODUCT
333,1000174,326,SUBSTRATE
334,1000174,709,SUBSTRATE
335,1000174,700,PRODUCT
336,1000174,1017,PRODUCT
337,1000174,1134,PRODUCT
338,1000175,423,SUBSTRATE
339,1000175,1017,SUBSTRATE
340,1000175,326,PRODUCT
341,1000175,387,PRODUCT
342,1000176,327,SUBSTRATE
343,1000176,423,SUBSTRATE
344,1000176,312,PRODUCT
345,1000176,387,PRODUCT
346,1000176,1134,PRODUCT
347,1000177,331,SUBSTRATE
348,1000177,903,SUBSTRATE
349,1000177,919,PRODUCT
350,1000177,1248,PRODUCT
351,1000178,1198,SUBSTRATE
352,1000178,319,PRODUCT
353,1000178,709,PRODUCT
354,1000179,1197,SUBSTRATE
355,1000179,1198,PRODUCT
356,1000180,326,SUBSTRATE
357,1000180,700,SUBSTRATE
358,1000180,1134,SUBSTRATE
359,1000180,278,PRODUCT
360,1000180,709,PRODUCT
361,1000181,326,SUBSTRATE
362,1000181,700,SUBSTRATE
363,1000181,1134,SUBSTRATE
364,1000181,317,PRODUCT
365,1000181,709,PRODUCT
366,1000182,423,SUBSTRATE
367,1000182,523,SUBSTRATE
368,1000182,387,PRODUCT
369,1000182,429,PRODUCT
370,1000182,700,PRODUCT
371,1000183,343,SUBSTRATE
372,1000183,709,SUBSTRATE
373,1000183,347,PRODUCT
374,1000183,700,PRODUCT
375,1000184,341,SUBSTRATE
376,1000184,709,SUBSTRATE
377,1000184,700,PRODUCT
378,1000184,1017,PRODUCT
379,1000184,1134,PRODUCT
380,1000185,341,SUBSTRATE
381,1000185,423,SUBSTRATE
382,1000185,700,SUBSTRATE
383,1000185,317,PRODUCT
384,1000185,387,PRODUCT
385,1000186,700,SUBSTRATE
386,1000186,847,SUBSTRATE
387,1000186,1150,SUBSTRATE
388,1000186,358,PRODUCT
389,1000186,442,PRODUCT
390,1000186,499,PRODUCT
391,1000187,362,SUBSTRATE
392,1000187,118,PRODUCT
393,1000188,193,SUBSTRATE
394,1000188,705,SUBSTRATE
395,1000188,1056,SUBSTRATE
396,1000188,114,PRODUCT
397,1000188,1052,PRODUCT
398,1000189,705,SUBSTRATE
399,1000189,1179,SUBSTRATE
400,1000189,193,PRODUCT
401,1000189,445,PRODUCT
402,1000190,374,SUBSTRATE
403,1000190,1362,SUBSTRATE
404,1000190,372,PRODUCT
405,1000190,502,PRODUCT
406,1000191,270,SUBSTRATE
407,1000191,504,SUBSTRATE
408,1000191,376,PRODUCT
409,1000191,1118,PRODUCT
410,1000192,268,SUBSTRATE
411,1000192,504,SUBSTRATE
412,1000192,376,PRODUCT
413,1000192,1246,PRODUCT
414,1000193,271,SUBSTRATE
415,1000193,504,SUBSTRATE
416,1000193,376,PRODUCT
417,1000193,1023,PRODUCT
418,1000194,373,SUBSTRATE
419,1000194,370,PRODUCT
420,1000194,499,PRODUCT
421,1000195,374,SUBSTRATE
422,1000195,371,PRODUCT
423,1000195,502,PRODUCT
424,1000196,272,SUBSTRATE
425,1000196,504,SUBSTRATE
426,1000196,376,PRODUCT
427,1000196,955,PRODUCT
428,1000197,267,SUBSTRATE
429,1000197,504,SUBSTRATE
430,1000197,376,PRODUCT
431,1000197,1088,PRODUCT
432,1000198,269,SUBSTRATE
433,1000198,504,SUBSTRATE
434,1000198,376,PRODUCT
435,1000198,560,PRODUCT
436,1000199,374,SUBSTRATE
437,1000199,425,SUBSTRATE
438,1000199,434,SUBSTRATE
439,1000199,389,PRODUCT
440,1000199,705,PRODUCT
441,1000199,969,PRODUCT
442,1000199,1138,PRODUCT
443,1000200,373,SUBSTRATE
444,1000200,423,SUBSTRATE
445,1000200,432,SUBSTRATE
446,1000200,387,PRODUCT
447,1000200,700,PRODUCT
448,1000200,968,PRODUCT
449,1000200,1134,PRODUCT
450,1000201,374,SUBSTRATE
451,1000201,713,SUBSTRATE
452,1000201,368,PRODUCT
453,1000201,502,PRODUCT
454,1000201,705,PRODUCT
455,1000202,365,SUBSTRATE
456,1000202,423,SUBSTRATE
457,1000202,499,SUBSTRATE
458,1000202,373,PRODUCT
459,1000202,412,PRODUCT
460,1000202,582,PRODUCT
461,1000203,368,SUBSTRATE
462,1000203,425,SUBSTRATE
463,1000203,502,SUBSTRATE
464,1000203,374,PRODUCT
465,1000203,413,PRODUCT
466,1000203,584,PRODUCT
467,1000204,369,SUBSTRATE
468,1000204,426,SUBSTRATE
469,1000204,503,SUBSTRATE
470,1000204,375,PRODUCT
471,1000204,414,PRODUCT
472,1000204,585,PRODUCT
473,1000205,425,SUBSTRATE
474,1000205,1036,SUBSTRATE
475,1000205,389,PRODUCT
476,1000205,1035,PRODUCT
477,1000206,640,SUBSTRATE
478,1000206,711,SUBSTRATE
479,1000206,1136,PRODUCT
480,1000206,1183,PRODUCT
481,1000207,218,SUBSTRATE
482,1000207,110,PRODUCT
483,1000208,192,SUBSTRATE
484,1000208,885,SUBSTRATE
485,1000208,225,PRODUCT
486,1000208,1026,PRODUCT
487,1000209,502,SUBSTRATE
488,1000209,713,SUBSTRATE
489,1000209,385,PRODUCT
490,1000209,705,PRODUCT
491,1000209,1120,PRODUCT
492,1000210,560,SUBSTRATE
493,1000210,1106,SUBSTRATE
494,1000210,739,PRODUCT
495,1000210,1261,PRODUCT
496,1000211,955,SUBSTRATE
497,1000211,1106,SUBSTRATE
498,1000211,739,PRODUCT
499,1000211,1262,PRODUCT
500,1000212,724,SUBSTRATE
501,1000212,1106,SUBSTRATE
502,1000212,739,PRODUCT
503,1000212,1263,PRODUCT
504,1000213,1106,SUBSTRATE
505,1000213,1118,SUBSTRATE
506,1000213,725,PRODUCT
507,1000213,739,PRODUCT
508,1000214,1106,SUBSTRATE
509,1000214,1226,SUBSTRATE
510,1000214,739,PRODUCT
511,1000214,1264,PRODUCT
512,1000215,1023,SUBSTRATE
513,1000215,1106,SUBSTRATE
514,1000215,739,PRODUCT
515,1000215,1265,PRODUCT
516,1000216,1418,SUBSTRATE
517,1000216,2025,SUBSTRATE
518,1000216,1382,PRODUCT
519,1000216,2026,PRODUCT
520,1000217,1418,SUBSTRATE
521,1000217,2034,SUBSTRATE
522,1000217,1382,PRODUCT
523,1000217,2035,PRODUCT
524,1000218,1418,SUBSTRATE
525,1000218,2028,SUBSTRATE
526,1000218,1382,PRODUCT
527,1000218,2029,PRODUCT
528,1000219,1418,SUBSTRATE
529,1000219,2031,SUBSTRATE
530,1000219,1382,PRODUCT
531,1000219,2032,PRODUCT
532,1000220,1418,SUBSTRATE
533,1000220,2037,SUBSTRATE
534,1000220,1382,PRODUCT
535,1000220,2038,PRODUCT
536,1000221,1416,SUBSTRATE
537,1000221,2025,SUBSTRATE
538,1000221,1382,PRODUCT
539,1000221,2027,PRODUCT
540,1000222,1416,SUBSTRATE
541,1000222,2034,SUBSTRATE
542,1000222,1382,PRODUCT
543,1000222,2036,PRODUCT
544,1000223,1416,SUBSTRATE
545,1000223,2028,SUBSTRATE
546,1000223,1382,PRODUCT
547,1000223,2030,PRODUCT
548,1000224,1416,SUBSTRATE
549,1000224,2031,SUBSTRATE
550,1000224,1382,PRODUCT
551,1000224,2033,PRODUCT
552,1000225,1416,SUBSTRATE
553,1000225,2037,SUBSTRATE
554,1000225,1382,PRODUCT
555,1000225,2039,PRODUCT
556,1000226,337,SUBSTRATE
557,1000226,1117,SUBSTRATE
558,1000226,338,PRODUCT
559,1000226,500,PRODUCT
560,1000227,377,SUBSTRATE
561,1000227,700,SUBSTRATE
562,1000227,709,SUBSTRATE
563,1000227,409,PRODUCT
564,1000227,741,PRODUCT
565,1000228,377,SUBSTRATE
566,1000228,1164,SUBSTRATE
567,1000228,412,PRODUCT
568,1000228,582,PRODUCT
569,1000229,380,SUBSTRATE
570,1000229,700,SUBSTRATE
571,1000229,709,SUBSTRATE
572,1000229,409,PRODUCT
573,1000229,754,PRODUCT
574,1000230,380,SUBSTRATE
575,1000230,423,SUBSTRATE
576,1000230,387,PRODUCT
577,1000230,412,PRODUCT
578,1000230,700,PRODUCT
579,1000231,412,SUBSTRATE
580,1000231,700,SUBSTRATE
581,1000231,709,SUBSTRATE
582,1000231,409,PRODUCT
583,1000231,747,PRODUCT
584,1000232,709,SUBSTRATE
585,1000232,1190,SUBSTRATE
586,1000232,380,PRODUCT
587,1000232,903,PRODUCT
588,1000233,700,SUBSTRATE
589,1000233,1192,SUBSTRATE
590,1000233,442,PRODUCT
591,1000233,1195,PRODUCT
592,1000234,358,SUBSTRATE
593,1000234,1192,SUBSTRATE
594,1000234,348,PRODUCT
595,1000234,1189,PRODUCT
596,1000235,423,SUBSTRATE
597,1000235,235,PRODUCT
598,1000235,582,PRODUCT
599,1000236,412,SUBSTRATE
600,1000236,423,SUBSTRATE
601,1000236,387,PRODUCT
602,1000237,413,SUBSTRATE
603,1000237,425,SUBSTRATE
604,1000237,389,PRODUCT
605,1000238,413,SUBSTRATE
606,1000238,692,SUBSTRATE
607,1000238,389,PRODUCT
608,1000238,657,PRODUCT
609,1000239,307,SUBSTRATE
610,1000239,393,PRODUCT
611,1000239,649,PRODUCT
612,1000240,386,SUBSTRATE
613,1000240,412,PRODUCT
614,1000240,649,PRODUCT
615,1000241,691,SUBSTRATE
616,1000241,747,SUBSTRATE
617,1000241,865,SUBSTRATE
618,1000241,386,PRODUCT
619,1000241,655,PRODUCT
620,1000241,700,PRODUCT
621,1000241,1134,PRODUCT
622,1000242,306,SUBSTRATE
623,1000242,423,SUBSTRATE
624,1000242,242,PRODUCT
625,1000242,387,PRODUCT
626,1000242,700,PRODUCT
627,1000243,178,SUBSTRATE
628,1000243,709,SUBSTRATE
629,1000243,382,PRODUCT
630,1000243,700,PRODUCT
631,1000244,686,SUBSTRATE
632,1000244,847,SUBSTRATE
633,1000244,894,PRODUCT
634,1000244,1177,PRODUCT
635,1000245,423,SUBSTRATE
636,1000245,847,SUBSTRATE
637,1000245,1320,SUBSTRATE
638,1000245,394,PRODUCT
639,1000245,412,PRODUCT
640,1000245,582,PRODUCT
641,1000246,213,SUBSTRATE
642,1000246,373,SUBSTRATE
643,1000246,216,PRODUCT
644,1000246,499,PRODUCT
645,1000247,373,SUBSTRATE
646,1000247,618,SUBSTRATE
647,1000247,499,PRODUCT
648,1000247,623,PRODUCT
649,1000248,373,SUBSTRATE
650,1000248,823,SUBSTRATE
651,1000248,499,PRODUCT
652,1000248,821,PRODUCT
653,1000249,373,SUBSTRATE
654,1000249,826,SUBSTRATE
655,1000249,499,PRODUCT
656,1000249,829,PRODUCT
657,1000250,228,SUBSTRATE
658,1000250,373,SUBSTRATE
659,1000250,499,PRODUCT
660,1000250,1128,PRODUCT
661,1000251,618,SUBSTRATE
662,1000251,1041,SUBSTRATE
663,1000251,362,PRODUCT
664,1000251,700,PRODUCT
665,1000251,1046,PRODUCT
666,1000252,534,SUBSTRATE
667,1000252,700,SUBSTRATE
668,1000252,1054,SUBSTRATE
669,1000252,675,PRODUCT
670,1000252,1050,PRODUCT
671,1000253,364,SUBSTRATE
672,1000253,705,SUBSTRATE
673,1000253,1048,SUBSTRATE
674,1000253,620,PRODUCT
675,1000253,1043,PRODUCT
676,1000254,210,SUBSTRATE
677,1000254,700,SUBSTRATE
678,1000254,1046,SUBSTRATE
679,1000254,213,PRODUCT
680,1000254,1041,PRODUCT
681,1000255,212,SUBSTRATE
682,1000255,705,SUBSTRATE
683,1000255,1048,SUBSTRATE
684,1000255,215,PRODUCT
685,1000255,1043,PRODUCT
686,1000256,210,SUBSTRATE
687,1000256,700,SUBSTRATE
688,1000256,1054,SUBSTRATE
689,1000256,213,PRODUCT
690,1000256,1050,PRODUCT
691,1000257,700,SUBSTRATE
692,1000257,1046,SUBSTRATE
693,1000257,1130,SUBSTRATE
694,1000257,228,PRODUCT
695,1000257,1041,PRODUCT
696,1000258,705,SUBSTRATE
697,1000258,1048,SUBSTRATE
698,1000258,1132,SUBSTRATE
699,1000258,230,PRODUCT
700,1000258,1043,PRODUCT
701,1000259,700,SUBSTRATE
702,1000259,1054,SUBSTRATE
703,1000259,1130,SUBSTRATE
704,1000259,228,PRODUCT
705,1000259,1050,PRODUCT
706,1000260,246,SUBSTRATE
707,1000260,709,SUBSTRATE
708,1000260,1041,SUBSTRATE
709,1000260,428,PRODUCT
710,1000260,700,PRODUCT
711,1000260,1046,PRODUCT
712,1000261,362,SUBSTRATE
713,1000261,709,SUBSTRATE
714,1000261,1050,SUBSTRATE
715,1000261,365,PRODUCT
716,1000261,700,PRODUCT
717,1000261,1054,PRODUCT
718,1000262,364,SUBSTRATE
719,1000262,713,SUBSTRATE
720,1000262,1043,SUBSTRATE
721,1000262,368,PRODUCT
722,1000262,705,PRODUCT
723,1000262,1048,PRODUCT
724,1000263,364,SUBSTRATE
725,1000263,713,SUBSTRATE
726,1000263,1052,SUBSTRATE
727,1000263,368,PRODUCT
728,1000263,705,PRODUCT
729,1000263,1056,PRODUCT
730,1000264,713,SUBSTRATE
731,1000264,750,SUBSTRATE
732,1000264,1043,SUBSTRATE
733,1000264,705,PRODUCT
734,1000264,752,PRODUCT
735,1000264,1048,PRODUCT
736,1000265,709,SUBSTRATE
737,1000265,748,SUBSTRATE
738,1000265,1050,SUBSTRATE
739,1000265,700,PRODUCT
740,1000265,751,PRODUCT
741,1000265,1054,PRODUCT
742,1000266,713,SUBSTRATE
743,1000266,750,SUBSTRATE
744,1000266,1052,SUBSTRATE
745,1000266,705,PRODUCT
746,1000266,752,PRODUCT
747,1000266,1056,PRODUCT
748,1000267,264,SUBSTRATE
749,1000267,700,SUBSTRATE
750,1000267,1046,SUBSTRATE
751,1000267,823,PRODUCT
752,1000267,1041,PRODUCT
753,1000268,266,SUBSTRATE
754,1000268,705,SUBSTRATE
755,1000268,1048,SUBSTRATE
756,1000268,825,PRODUCT
757,1000268,1043,PRODUCT
758,1000269,264,SUBSTRATE
759,1000269,700,SUBSTRATE
760,1000269,1054,SUBSTRATE
761,1000269,823,PRODUCT
762,1000269,1050,PRODUCT
763,1000270,700,SUBSTRATE
764,1000270,831,SUBSTRATE
765,1000270,1046,SUBSTRATE
766,1000270,826,PRODUCT
767,1000270,1041,PRODUCT
768,1000271,705,SUBSTRATE
769,1000271,833,SUBSTRATE
770,1000271,1048,SUBSTRATE
771,1000271,828,PRODUCT
772,1000271,1043,PRODUCT
773,1000272,700,SUBSTRATE
774,1000272,831,SUBSTRATE
775,1000272,1054,SUBSTRATE
776,1000272,826,PRODUCT
777,1000272,1050,PRODUCT
778,1000273,709,SUBSTRATE
779,1000273,1041,SUBSTRATE
780,1000273,1130,SUBSTRATE
781,1000273,700,PRODUCT
782,1000273,1046,PRODUCT
783,1000273,1133,PRODUCT
784,1000274,700,SUBSTRATE
785,1000274,748,SUBSTRATE
786,1000274,1046,SUBSTRATE
787,1000274,1041,PRODUCT
788,1000274,1274,PRODUCT
789,1000275,705,SUBSTRATE
790,1000275,750,SUBSTRATE
791,1000275,1048,SUBSTRATE
792,1000275,1043,PRODUCT
793,1000275,1276,PRODUCT
794,1000276,353,SUBSTRATE
795,1000276,709,SUBSTRATE
796,1000276,350,PRODUCT
797,1000276,700,PRODUCT
798,1000276,1134,PRODUCT
799,1000277,395,SUBSTRATE
800,1000277,709,SUBSTRATE
801,1000277,1296,PRODUCT
802,1000277,1299,PRODUCT
803,1000278,397,SUBSTRATE
804,1000278,709,SUBSTRATE
805,1000278,395,PRODUCT
806,1000278,700,PRODUCT
807,1000279,700,SUBSTRATE
808,1000279,709,SUBSTRATE
809,1000279,1298,SUBSTRATE
810,1000279,409,PRODUCT
811,1000279,442,PRODUCT
812,1000280,431,SUBSTRATE
813,1000280,660,SUBSTRATE
814,1000280,703,SUBSTRATE
815,1000280,404,PRODUCT
816,1000280,656,PRODUCT
817,1000281,716,SUBSTRATE
818,1000281,1268,SUBSTRATE
819,1000281,531,PRODUCT
820,1000282,709,SUBSTRATE
821,1000282,1266,SUBSTRATE
822,1000282,529,PRODUCT
823,1000283,533,SUBSTRATE
824,1000283,1287,SUBSTRATE
825,1000283,399,PRODUCT
826,1000283,700,PRODUCT
827,1000283,1282,PRODUCT
828,1000284,709,SUBSTRATE
829,1000284,970,SUBSTRATE
830,1000284,529,PRODUCT
831,1000285,290,SUBSTRATE
832,1000285,709,SUBSTRATE
833,1000285,291,PRODUCT
834,1000285,409,PRODUCT
835,1000286,408,SUBSTRATE
836,1000286,709,SUBSTRATE
837,1000286,1102,SUBSTRATE
838,1000286,409,PRODUCT
839,1000286,736,PRODUCT
840,1000286,1012,PRODUCT
841,1000287,288,SUBSTRATE
842,1000287,713,SUBSTRATE
843,1000287,1043,SUBSTRATE
844,1000287,654,PRODUCT
845,1000287,705,PRODUCT
846,1000287,1048,PRODUCT
847,1000288,416,SUBSTRATE
848,1000288,1164,SUBSTRATE
849,1000288,582,PRODUCT
850,1000288,1031,PRODUCT
851,1000289,490,SUBSTRATE
852,1000289,890,SUBSTRATE
853,1000289,416,PRODUCT
854,1000289,700,PRODUCT
855,1000289,883,PRODUCT
856,1000289,1177,PRODUCT
857,1000290,709,SUBSTRATE
858,1000290,1107,SUBSTRATE
859,1000290,387,PRODUCT
