,gl_number,met_id,role
6525,1001682,1739,PRODUCT
6526,1001683,1587,SUBSTRATE
6527,1001683,1592,SUBSTRATE
6528,1001683,1588,PRODUCT
6529,1001683,1593,PRODUCT
6530,1001683,1739,PRODUCT
6531,1001684,1587,SUBSTRATE
6532,1001684,1594,SUBSTRATE
6533,1001684,1588,PRODUCT
6534,1001684,1595,PRODUCT
6535,1001684,1739,PRODUCT
6536,1001685,1587,SUBSTRATE
6537,1001685,1596,SUBSTRATE
6538,1001685,1588,PRODUCT
6539,1001685,1597,PRODUCT
6540,1001685,1739,PRODUCT
6541,1001686,1587,SUBSTRATE
6542,1001686,1598,SUBSTRATE
6543,1001686,1588,PRODUCT
6544,1001686,1599,PRODUCT
6545,1001686,1739,PRODUCT
6546,1001687,1587,SUBSTRATE
6547,1001687,1600,SUBSTRATE
6548,1001687,1588,PRODUCT
6549,1001687,1601,PRODUCT
6550,1001687,1739,PRODUCT
6551,1001688,1587,SUBSTRATE
6552,1001688,1602,SUBSTRATE
6553,1001688,1588,PRODUCT
6554,1001688,1603,PRODUCT
6555,1001688,1739,PRODUCT
6556,1001689,1386,SUBSTRATE
6557,1001689,1560,SUBSTRATE
6558,1001689,1382,PRODUCT
6559,1001689,1604,PRODUCT
6560,1001690,1386,SUBSTRATE
6561,1001690,1561,SUBSTRATE
6562,1001690,1382,PRODUCT
6563,1001690,1605,PRODUCT
6564,1001691,1386,SUBSTRATE
6565,1001691,1562,SUBSTRATE
6566,1001691,1382,PRODUCT
6567,1001691,1606,PRODUCT
6568,1001692,1386,SUBSTRATE
6569,1001692,1563,SUBSTRATE
6570,1001692,1382,PRODUCT
6571,1001692,1607,PRODUCT
6572,1001693,1386,SUBSTRATE
6573,1001693,1564,SUBSTRATE
6574,1001693,1382,PRODUCT
6575,1001693,1608,PRODUCT
6576,1001694,1386,SUBSTRATE
6577,1001694,1565,SUBSTRATE
6578,1001694,1382,PRODUCT
6579,1001694,1609,PRODUCT
6580,1001695,1386,SUBSTRATE
6581,1001695,1566,SUBSTRATE
6582,1001695,1382,PRODUCT
6583,1001695,1610,PRODUCT
6584,1001696,1386,SUBSTRATE
6585,1001696,1567,SUBSTRATE
6586,1001696,1382,PRODUCT
6587,1001696,1611,PRODUCT
6588,1001697,1416,SUBSTRATE
6589,1001697,1560,SUBSTRATE
6590,1001697,1382,PRODUCT
6591,1001697,1612,PRODUCT
6592,1001698,1416,SUBSTRATE
6593,1001698,1561,SUBSTRATE
6594,1001698,1382,PRODUCT
6595,1001698,1613,PRODUCT
6596,1001699,1416,SUBSTRATE
6597,1001699,1562,SUBSTRATE
6598,1001699,1382,PRODUCT
6599,1001699,1614,PRODUCT
6600,1001700,1416,SUBSTRATE
6601,1001700,1563,SUBSTRATE
6602,1001700,1382,PRODUCT
6603,1001700,1615,PRODUCT
6604,1001701,1416,SUBSTRATE
6605,1001701,1564,SUBSTRATE
6606,1001701,1382,PRODUCT
6607,1001701,1616,PRODUCT
6608,1001702,1416,SUBSTRATE
6609,1001702,1565,SUBSTRATE
6610,1001702,1382,PRODUCT
6611,1001702,1617,PRODUCT
6612,1001703,1416,SUBSTRATE
6613,1001703,1566,SUBSTRATE
6614,1001703,1382,PRODUCT
6615,1001703,1618,PRODUCT
6616,1001704,1416,SUBSTRATE
6617,1001704,1567,SUBSTRATE
6618,1001704,1382,PRODUCT
6619,1001704,1619,PRODUCT
6620,1001705,1388,SUBSTRATE
6621,1001705,1560,SUBSTRATE
6622,1001705,1382,PRODUCT
6623,1001705,1620,PRODUCT
6624,1001706,1388,SUBSTRATE
6625,1001706,1561,SUBSTRATE
6626,1001706,1382,PRODUCT
6627,1001706,1621,PRODUCT
6628,1001707,1388,SUBSTRATE
6629,1001707,1562,SUBSTRATE
6630,1001707,1382,PRODUCT
6631,1001707,1622,PRODUCT
6632,1001708,1388,SUBSTRATE
6633,1001708,1563,SUBSTRATE
6634,1001708,1382,PRODUCT
6635,1001708,1623,PRODUCT
6636,1001709,1388,SUBSTRATE
6637,1001709,1564,SUBSTRATE
6638,1001709,1382,PRODUCT
6639,1001709,1624,PRODUCT
6640,1001710,1388,SUBSTRATE
6641,1001710,1565,SUBSTRATE
6642,1001710,1382,PRODUCT
6643,1001710,1625,PRODUCT
6644,1001711,1388,SUBSTRATE
6645,1001711,1566,SUBSTRATE
6646,1001711,1382,PRODUCT
6647,1001711,1626,PRODUCT
6648,1001712,1388,SUBSTRATE
6649,1001712,1567,SUBSTRATE
6650,1001712,1382,PRODUCT
6651,1001712,1627,PRODUCT
6652,1001713,1418,SUBSTRATE
6653,1001713,1560,SUBSTRATE
6654,1001713,1382,PRODUCT
6655,1001713,1628,PRODUCT
6656,1001714,1418,SUBSTRATE
6657,1001714,1561,SUBSTRATE
6658,1001714,1382,PRODUCT
6659,1001714,1629,PRODUCT
6660,1001715,1418,SUBSTRATE
6661,1001715,1562,SUBSTRATE
6662,1001715,1382,PRODUCT
6663,1001715,1630,PRODUCT
6664,1001716,1418,SUBSTRATE
6665,1001716,1563,SUBSTRATE
6666,1001716,1382,PRODUCT
6667,1001716,1631,PRODUCT
6668,1001717,1418,SUBSTRATE
6669,1001717,1564,SUBSTRATE
6670,1001717,1382,PRODUCT
6671,1001717,1632,PRODUCT
6672,1001718,1418,SUBSTRATE
6673,1001718,1565,SUBSTRATE
6674,1001718,1382,PRODUCT
6675,1001718,1633,PRODUCT
6676,1001719,1418,SUBSTRATE
6677,1001719,1566,SUBSTRATE
6678,1001719,1382,PRODUCT
6679,1001719,1634,PRODUCT
6680,1001720,1418,SUBSTRATE
6681,1001720,1567,SUBSTRATE
6682,1001720,1382,PRODUCT
6683,1001720,1635,PRODUCT
6684,1001721,1440,SUBSTRATE
6685,1001721,1636,SUBSTRATE
6686,1001721,501,PRODUCT
6687,1001721,1637,PRODUCT
6688,1001722,1440,SUBSTRATE
6689,1001722,1638,SUBSTRATE
6690,1001722,501,PRODUCT
6691,1001722,1639,PRODUCT
6692,1001723,1440,SUBSTRATE
6693,1001723,1640,SUBSTRATE
6694,1001723,501,PRODUCT
6695,1001723,1641,PRODUCT
6696,1001724,1440,SUBSTRATE
6697,1001724,1642,SUBSTRATE
6698,1001724,501,PRODUCT
6699,1001724,1643,PRODUCT
6700,1001725,1440,SUBSTRATE
6701,1001725,1644,SUBSTRATE
6702,1001725,501,PRODUCT
6703,1001725,1645,PRODUCT
6704,1001726,1440,SUBSTRATE
6705,1001726,1646,SUBSTRATE
6706,1001726,501,PRODUCT
6707,1001726,1647,PRODUCT
6708,1001727,1440,SUBSTRATE
6709,1001727,1648,SUBSTRATE
6710,1001727,501,PRODUCT
6711,1001727,1649,PRODUCT
6712,1001728,1440,SUBSTRATE
6713,1001728,1650,SUBSTRATE
6714,1001728,501,PRODUCT
6715,1001728,1651,PRODUCT
6716,1001729,1442,SUBSTRATE
6717,1001729,1636,SUBSTRATE
6718,1001729,501,PRODUCT
6719,1001729,1652,PRODUCT
6720,1001730,1442,SUBSTRATE
6721,1001730,1638,SUBSTRATE
6722,1001730,501,PRODUCT
6723,1001730,1653,PRODUCT
6724,1001731,1442,SUBSTRATE
6725,1001731,1640,SUBSTRATE
6726,1001731,501,PRODUCT
6727,1001731,1654,PRODUCT
6728,1001732,1442,SUBSTRATE
6729,1001732,1642,SUBSTRATE
6730,1001732,501,PRODUCT
6731,1001732,1655,PRODUCT
6732,1001733,1442,SUBSTRATE
6733,1001733,1644,SUBSTRATE
6734,1001733,501,PRODUCT
6735,1001733,1656,PRODUCT
6736,1001734,1442,SUBSTRATE
6737,1001734,1646,SUBSTRATE
6738,1001734,501,PRODUCT
6739,1001734,1657,PRODUCT
6740,1001735,1442,SUBSTRATE
6741,1001735,1648,SUBSTRATE
6742,1001735,501,PRODUCT
6743,1001735,1658,PRODUCT
6744,1001736,1442,SUBSTRATE
6745,1001736,1650,SUBSTRATE
6746,1001736,501,PRODUCT
6747,1001736,1659,PRODUCT
6748,1001737,1444,SUBSTRATE
6749,1001737,1636,SUBSTRATE
6750,1001737,501,PRODUCT
6751,1001737,1660,PRODUCT
6752,1001738,1444,SUBSTRATE
6753,1001738,1638,SUBSTRATE
6754,1001738,501,PRODUCT
6755,1001738,1661,PRODUCT
6756,1001739,1444,SUBSTRATE
6757,1001739,1640,SUBSTRATE
6758,1001739,501,PRODUCT
6759,1001739,1662,PRODUCT
6760,1001740,1444,SUBSTRATE
6761,1001740,1642,SUBSTRATE
6762,1001740,501,PRODUCT
6763,1001740,1663,PRODUCT
6764,1001741,1444,SUBSTRATE
6765,1001741,1644,SUBSTRATE
6766,1001741,501,PRODUCT
6767,1001741,1664,PRODUCT
6768,1001742,1444,SUBSTRATE
6769,1001742,1646,SUBSTRATE
6770,1001742,501,PRODUCT
6771,1001742,1665,PRODUCT
6772,1001743,1444,SUBSTRATE
6773,1001743,1648,SUBSTRATE
6774,1001743,501,PRODUCT
6775,1001743,1666,PRODUCT
6776,1001744,1444,SUBSTRATE
6777,1001744,1650,SUBSTRATE
6778,1001744,501,PRODUCT
6779,1001744,1667,PRODUCT
6780,1001745,1446,SUBSTRATE
6781,1001745,1636,SUBSTRATE
6782,1001745,501,PRODUCT
6783,1001745,1668,PRODUCT
6784,1001746,1446,SUBSTRATE
6785,1001746,1638,SUBSTRATE
6786,1001746,501,PRODUCT
6787,1001746,1669,PRODUCT
6788,1001747,1446,SUBSTRATE
6789,1001747,1640,SUBSTRATE
6790,1001747,501,PRODUCT
6791,1001747,1670,PRODUCT
6792,1001748,1446,SUBSTRATE
6793,1001748,1642,SUBSTRATE
6794,1001748,501,PRODUCT
6795,1001748,1671,PRODUCT
6796,1001749,1446,SUBSTRATE
6797,1001749,1644,SUBSTRATE
6798,1001749,501,PRODUCT
6799,1001749,1672,PRODUCT
6800,1001750,1446,SUBSTRATE
6801,1001750,1646,SUBSTRATE
6802,1001750,501,PRODUCT
6803,1001750,1673,PRODUCT
6804,1001751,1446,SUBSTRATE
6805,1001751,1648,SUBSTRATE
6806,1001751,501,PRODUCT
6807,1001751,1674,PRODUCT
6808,1001752,1446,SUBSTRATE
6809,1001752,1650,SUBSTRATE
6810,1001752,501,PRODUCT
6811,1001752,1675,PRODUCT
6812,1001753,1380,SUBSTRATE
6813,1001753,1547,SUBSTRATE
6814,1001753,1676,SUBSTRATE
6815,1001753,1427,PRODUCT
6816,1001753,1677,PRODUCT
6817,1001754,1380,SUBSTRATE
6818,1001754,1549,SUBSTRATE
6819,1001754,1676,SUBSTRATE
6820,1001754,1427,PRODUCT
6821,1001754,1678,PRODUCT
6822,1001755,1380,SUBSTRATE
6823,1001755,1551,SUBSTRATE
6824,1001755,1676,SUBSTRATE
6825,1001755,1427,PRODUCT
6826,1001755,1679,PRODUCT
6827,1001756,1380,SUBSTRATE
6828,1001756,1553,SUBSTRATE
6829,1001756,1676,SUBSTRATE
6830,1001756,1427,PRODUCT
6831,1001756,1680,PRODUCT
6832,1001757,1380,SUBSTRATE
6833,1001757,1548,SUBSTRATE
6834,1001757,1676,SUBSTRATE
6835,1001757,1427,PRODUCT
6836,1001757,1681,PRODUCT
6837,1001758,1380,SUBSTRATE
6838,1001758,1550,SUBSTRATE
6839,1001758,1676,SUBSTRATE
6840,1001758,1427,PRODUCT
6841,1001758,1682,PRODUCT
6842,1001759,1380,SUBSTRATE
6843,1001759,1552,SUBSTRATE
6844,1001759,1676,SUBSTRATE
6845,1001759,1427,PRODUCT
6846,1001759,1683,PRODUCT
6847,1001760,1380,SUBSTRATE
6848,1001760,1554,SUBSTRATE
6849,1001760,1676,SUBSTRATE
6850,1001760,1427,PRODUCT
6851,1001760,1684,PRODUCT
6852,1001761,1685,SUBSTRATE
6853,1001761,1686,SUBSTRATE
6854,1001761,1687,SUBSTRATE
6855,1001761,1688,PRODUCT
6856,1001761,1689,PRODUCT
6857,1001762,1686,SUBSTRATE
6858,1001762,1687,SUBSTRATE
6859,1001762,1690,SUBSTRATE
6860,1001762,1688,PRODUCT
6861,1001762,1691,PRODUCT
6862,1001763,1686,SUBSTRATE
6863,1001763,1687,SUBSTRATE
6864,1001763,1692,SUBSTRATE
6865,1001763,1688,PRODUCT
6866,1001763,1693,PRODUCT
6867,1001764,1686,SUBSTRATE
6868,1001764,1687,SUBSTRATE
6869,1001764,1694,SUBSTRATE
6870,1001764,1688,PRODUCT
6871,1001764,1695,PRODUCT
6872,1001765,1686,SUBSTRATE
6873,1001765,1687,SUBSTRATE
6874,1001765,1696,SUBSTRATE
6875,1001765,1688,PRODUCT
6876,1001765,1697,PRODUCT
6877,1001766,1686,SUBSTRATE
6878,1001766,1687,SUBSTRATE
6879,1001766,1698,SUBSTRATE
6880,1001766,1688,PRODUCT
6881,1001766,1699,PRODUCT
6882,1001767,1677,SUBSTRATE
6883,1001767,1700,SUBSTRATE
6884,1001767,1380,PRODUCT
6885,1001767,1701,PRODUCT
6886,1001767,1702,PRODUCT
6887,1001768,1678,SUBSTRATE
6888,1001768,1700,SUBSTRATE
6889,1001768,1380,PRODUCT
6890,1001768,1701,PRODUCT
6891,1001768,1703,PRODUCT
6892,1001769,1679,SUBSTRATE
6893,1001769,1700,SUBSTRATE
6894,1001769,1380,PRODUCT
6895,1001769,1701,PRODUCT
6896,1001769,1704,PRODUCT
6897,1001770,1680,SUBSTRATE
6898,1001770,1700,SUBSTRATE
6899,1001770,1380,PRODUCT
6900,1001770,1701,PRODUCT
6901,1001770,1705,PRODUCT
6902,1001771,1681,SUBSTRATE
6903,1001771,1700,SUBSTRATE
6904,1001771,1380,PRODUCT
6905,1001771,1701,PRODUCT
6906,1001771,1706,PRODUCT
6907,1001772,1682,SUBSTRATE
6908,1001772,1700,SUBSTRATE
6909,1001772,1380,PRODUCT
6910,1001772,1701,PRODUCT
6911,1001772,1707,PRODUCT
6912,1001773,1683,SUBSTRATE
6913,1001773,1700,SUBSTRATE
6914,1001773,1380,PRODUCT
6915,1001773,1701,PRODUCT
6916,1001773,1708,PRODUCT
6917,1001774,1684,SUBSTRATE
6918,1001774,1700,SUBSTRATE
6919,1001774,1380,PRODUCT
6920,1001774,1701,PRODUCT
6921,1001774,1709,PRODUCT
6922,1001775,1677,SUBSTRATE
6923,1001775,1710,SUBSTRATE
6924,1001775,1380,PRODUCT
6925,1001775,1701,PRODUCT
6926,1001775,1711,PRODUCT
6927,1001776,1678,SUBSTRATE
6928,1001776,1710,SUBSTRATE
6929,1001776,1380,PRODUCT
6930,1001776,1701,PRODUCT
6931,1001776,1712,PRODUCT
6932,1001777,1679,SUBSTRATE
6933,1001777,1710,SUBSTRATE
6934,1001777,1380,PRODUCT
6935,1001777,1701,PRODUCT
6936,1001777,1713,PRODUCT
6937,1001778,1680,SUBSTRATE
6938,1001778,1710,SUBSTRATE
6939,1001778,1380,PRODUCT
6940,1001778,1701,PRODUCT
6941,1001778,1714,PRODUCT
6942,1001779,1681,SUBSTRATE
6943,1001779,1710,SUBSTRATE
6944,1001779,1380,PRODUCT
6945,1001779,1701,PRODUCT
6946,1001779,1715,PRODUCT
6947,1001780,1682,SUBSTRATE
6948,1001780,1710,SUBSTRATE
6949,1001780,1380,PRODUCT
6950,1001780,1701,PRODUCT
6951,1001780,1716,PRODUCT
6952,1001781,1683,SUBSTRATE
6953,1001781,1710,SUBSTRATE
6954,1001781,1380,PRODUCT
6955,1001781,1701,PRODUCT
6956,1001781,1717,PRODUCT
6957,1001782,1684,SUBSTRATE
6958,1001782,1710,SUBSTRATE
6959,1001782,1380,PRODUCT
6960,1001782,1701,PRODUCT
6961,1001782,1718,PRODUCT
6962,1001783,1388,SUBSTRATE
6963,1001783,1719,SUBSTRATE
6964,1001783,1382,PRODUCT
6965,1001783,1713,PRODUCT
6966,1001784,1388,SUBSTRATE
6967,1001784,1720,SUBSTRATE
6968,1001784,1382,PRODUCT
6969,1001784,1717,PRODUCT
6970,1001785,1721,SUBSTRATE
6971,1001785,1722,PRODUCT
6972,1001785,1723,PRODUCT
6973,1001786,1724,SUBSTRATE
6974,1001786,1722,PRODUCT
6975,1001786,1725,PRODUCT
6976,1001787,1726,SUBSTRATE
6977,1001787,1722,PRODUCT
6978,1001787,1727,PRODUCT
6979,1001788,1728,SUBSTRATE
6980,1001788,1722,PRODUCT
6981,1001788,1729,PRODUCT
6982,1001789,1730,SUBSTRATE
6983,1001789,1722,PRODUCT
6984,1001789,1731,PRODUCT
6985,1001790,1732,SUBSTRATE
6986,1001790,1722,PRODUCT
6987,1001790,1733,PRODUCT
6988,1001791,1734,SUBSTRATE
6989,1001791,1722,PRODUCT
6990,1001791,1735,PRODUCT
6991,1001792,1736,SUBSTRATE
6992,1001792,1722,PRODUCT
6993,1001792,1737,PRODUCT
6994,1001793,1738,SUBSTRATE
6995,1001793,1740,PRODUCT
6996,1001793,1741,PRODUCT
6997,1001794,1742,SUBSTRATE
6998,1001794,1740,PRODUCT
6999,1001794,1743,PRODUCT
7000,1001795,1744,SUBSTRATE
7001,1001795,1740,PRODUCT
7002,1001795,1745,PRODUCT
7003,1001796,1746,SUBSTRATE
7004,1001796,1740,PRODUCT
7005,1001796,1747,PRODUCT
7006,1001797,1748,SUBSTRATE
7007,1001797,1740,PRODUCT
7008,1001797,1749,PRODUCT
7009,1001798,1750,SUBSTRATE
7010,1001798,1740,PRODUCT
7011,1001798,1751,PRODUCT
7012,1001799,1752,SUBSTRATE
7013,1001799,1740,PRODUCT
7014,1001799,1753,PRODUCT
7015,1001800,1754,SUBSTRATE
7016,1001800,1740,PRODUCT
7017,1001800,1755,PRODUCT
7018,1001801,1756,SUBSTRATE
7019,1001801,1758,PRODUCT
7020,1001801,1759,PRODUCT
7021,1001802,1760,SUBSTRATE
7022,1001802,1758,PRODUCT
7023,1001802,1761,PRODUCT
7024,1001803,1762,SUBSTRATE
7025,1001803,1758,PRODUCT
7026,1001803,1763,PRODUCT
7027,1001804,1764,SUBSTRATE
7028,1001804,1758,PRODUCT
7029,1001804,1765,PRODUCT
7030,1001805,1766,SUBSTRATE
7031,1001805,1758,PRODUCT
7032,1001805,1767,PRODUCT
7033,1001806,1768,SUBSTRATE
7034,1001806,1758,PRODUCT
7035,1001806,1769,PRODUCT
7036,1001807,1770,SUBSTRATE
7037,1001807,1758,PRODUCT
7038,1001807,1771,PRODUCT
7039,1001808,1772,SUBSTRATE
7040,1001808,1758,PRODUCT
7041,1001808,1773,PRODUCT
7042,1001809,1774,SUBSTRATE
7043,1001809,1775,SUBSTRATE
7044,1001809,1380,PRODUCT
7045,1001809,1776,PRODUCT
7046,1001809,1777,PRODUCT
7047,1001810,1775,SUBSTRATE
7048,1001810,1778,SUBSTRATE
7049,1001810,1380,PRODUCT
7050,1001810,1776,PRODUCT
7051,1001810,1779,PRODUCT
7052,1001811,1775,SUBSTRATE
7053,1001811,1780,SUBSTRATE
7054,1001811,1380,PRODUCT
7055,1001811,1776,PRODUCT
7056,1001811,1781,PRODUCT
7057,1001812,1775,SUBSTRATE
7058,1001812,1782,SUBSTRATE
7059,1001812,1380,PRODUCT
7060,1001812,1776,PRODUCT
7061,1001812,1783,PRODUCT
7062,1001813,1775,SUBSTRATE
7063,1001813,1784,SUBSTRATE
7064,1001813,1380,PRODUCT
7065,1001813,1776,PRODUCT
7066,1001813,1785,PRODUCT
7067,1001814,1775,SUBSTRATE
7068,1001814,1786,SUBSTRATE
7069,1001814,1380,PRODUCT
7070,1001814,1776,PRODUCT
7071,1001814,1787,PRODUCT
7072,1001815,1775,SUBSTRATE
7073,1001815,1788,SUBSTRATE
7074,1001815,1380,PRODUCT
7075,1001815,1776,PRODUCT
7076,1001815,1789,PRODUCT
7077,1001816,1775,SUBSTRATE
7078,1001816,1790,SUBSTRATE
7079,1001816,1380,PRODUCT
7080,1001816,1776,PRODUCT
7081,1001816,1791,PRODUCT
7082,1001817,1775,SUBSTRATE
7083,1001817,1777,SUBSTRATE
7084,1001817,1380,PRODUCT
7085,1001817,1776,PRODUCT
7086,1001817,1792,PRODUCT
7087,1001818,1775,SUBSTRATE
7088,1001818,1779,SUBSTRATE
7089,1001818,1380,PRODUCT
7090,1001818,1776,PRODUCT
7091,1001818,1793,PRODUCT
7092,1001819,1775,SUBSTRATE
7093,1001819,1781,SUBSTRATE
7094,1001819,1380,PRODUCT
7095,1001819,1776,PRODUCT
7096,1001819,1794,PRODUCT
7097,1001820,1775,SUBSTRATE
7098,1001820,1783,SUBSTRATE
7099,1001820,1380,PRODUCT
7100,1001820,1776,PRODUCT
7101,1001820,1795,PRODUCT
7102,1001821,1775,SUBSTRATE
7103,1001821,1785,SUBSTRATE
7104,1001821,1380,PRODUCT
7105,1001821,1776,PRODUCT
7106,1001821,1796,PRODUCT
7107,1001822,1775,SUBSTRATE
7108,1001822,1787,SUBSTRATE
7109,1001822,1380,PRODUCT
7110,1001822,1776,PRODUCT
7111,1001822,1797,PRODUCT
7112,1001823,1775,SUBSTRATE
7113,1001823,1789,SUBSTRATE
7114,1001823,1380,PRODUCT
7115,1001823,1776,PRODUCT
7116,1001823,1798,PRODUCT
7117,1001824,1775,SUBSTRATE
7118,1001824,1791,SUBSTRATE
7119,1001824,1380,PRODUCT
7120,1001824,1776,PRODUCT
7121,1001824,1799,PRODUCT
7122,1001825,1775,SUBSTRATE
7123,1001825,1792,SUBSTRATE
7124,1001825,1380,PRODUCT
7125,1001825,1776,PRODUCT
7126,1001825,1800,PRODUCT
7127,1001826,1775,SUBSTRATE
7128,1001826,1793,SUBSTRATE
7129,1001826,1380,PRODUCT
7130,1001826,1776,PRODUCT
7131,1001826,1801,PRODUCT
7132,1001827,1775,SUBSTRATE
7133,1001827,1794,SUBSTRATE
7134,1001827,1380,PRODUCT
7135,1001827,1776,PRODUCT
7136,1001827,1802,PRODUCT
7137,1001828,1775,SUBSTRATE
7138,1001828,1795,SUBSTRATE
7139,1001828,1380,PRODUCT
7140,1001828,1776,PRODUCT
7141,1001828,1803,PRODUCT
7142,1001829,1775,SUBSTRATE
7143,1001829,1796,SUBSTRATE
7144,1001829,1380,PRODUCT
7145,1001829,1776,PRODUCT
7146,1001829,1804,PRODUCT
7147,1001830,1775,SUBSTRATE
7148,1001830,1797,SUBSTRATE
7149,1001830,1380,PRODUCT
7150,1001830,1776,PRODUCT
7151,1001830,1805,PRODUCT
7152,1001831,1775,SUBSTRATE
7153,1001831,1798,SUBSTRATE
7154,1001831,1380,PRODUCT
7155,1001831,1776,PRODUCT
7156,1001831,1806,PRODUCT
7157,1001832,1775,SUBSTRATE
7158,1001832,1799,SUBSTRATE
7159,1001832,1380,PRODUCT
7160,1001832,1776,PRODUCT
7161,1001832,1807,PRODUCT
7162,1001833,1380,SUBSTRATE
7163,1001833,1560,SUBSTRATE
7164,1001833,1676,SUBSTRATE
7165,1001833,1547,PRODUCT
7166,1001833,1808,PRODUCT
7167,1001834,1380,SUBSTRATE
7168,1001834,1562,SUBSTRATE
7169,1001834,1676,SUBSTRATE
7170,1001834,1549,PRODUCT
7171,1001834,1808,PRODUCT
7172,1001835,1380,SUBSTRATE
7173,1001835,1564,SUBSTRATE
7174,1001835,1676,SUBSTRATE
7175,1001835,1551,PRODUCT
7176,1001835,1808,PRODUCT
7177,1001836,1380,SUBSTRATE
7178,1001836,1566,SUBSTRATE
7179,1001836,1676,SUBSTRATE
7180,1001836,1553,PRODUCT
7181,1001836,1808,PRODUCT
7182,1001837,1380,SUBSTRATE
7183,1001837,1561,SUBSTRATE
7184,1001837,1676,SUBSTRATE
7185,1001837,1548,PRODUCT
7186,1001837,1808,PRODUCT
7187,1001838,1380,SUBSTRATE
7188,1001838,1563,SUBSTRATE
7189,1001838,1676,SUBSTRATE
7190,1001838,1550,PRODUCT
7191,1001838,1808,PRODUCT
7192,1001839,1380,SUBSTRATE
7193,1001839,1565,SUBSTRATE
7194,1001839,1676,SUBSTRATE
7195,1001839,1552,PRODUCT
7196,1001839,1808,PRODUCT
7197,1001840,1380,SUBSTRATE
7198,1001840,1567,SUBSTRATE
7199,1001840,1676,SUBSTRATE
7200,1001840,1554,PRODUCT
7201,1001840,1808,PRODUCT
7202,1001841,1560,SUBSTRATE
7203,1001841,1809,SUBSTRATE
7204,1001841,1380,PRODUCT
7205,1001841,1701,PRODUCT
7206,1001841,1774,PRODUCT
7207,1001842,1562,SUBSTRATE
7208,1001842,1809,SUBSTRATE
7209,1001842,1380,PRODUCT
7210,1001842,1701,PRODUCT
7211,1001842,1778,PRODUCT
7212,1001843,1564,SUBSTRATE
7213,1001843,1809,SUBSTRATE
7214,1001843,1380,PRODUCT
7215,1001843,1701,PRODUCT
7216,1001843,1780,PRODUCT
7217,1001844,1566,SUBSTRATE
7218,1001844,1809,SUBSTRATE
7219,1001844,1380,PRODUCT
7220,1001844,1701,PRODUCT
7221,1001844,1782,PRODUCT
7222,1001845,1561,SUBSTRATE
7223,1001845,1809,SUBSTRATE
7224,1001845,1380,PRODUCT
7225,1001845,1701,PRODUCT
7226,1001845,1784,PRODUCT
7227,1001846,1563,SUBSTRATE
7228,1001846,1809,SUBSTRATE
7229,1001846,1380,PRODUCT
7230,1001846,1701,PRODUCT
7231,1001846,1786,PRODUCT
7232,1001847,1565,SUBSTRATE
7233,1001847,1809,SUBSTRATE
7234,1001847,1380,PRODUCT
7235,1001847,1701,PRODUCT
7236,1001847,1788,PRODUCT
7237,1001848,1567,SUBSTRATE
7238,1001848,1809,SUBSTRATE
7239,1001848,1380,PRODUCT
7240,1001848,1701,PRODUCT
7241,1001848,1790,PRODUCT
7242,1001849,1560,SUBSTRATE
7243,1001849,1810,SUBSTRATE
7244,1001849,1380,PRODUCT
7245,1001849,1701,PRODUCT
7246,1001849,1800,PRODUCT
7247,1001850,1562,SUBSTRATE
7248,1001850,1810,SUBSTRATE
7249,1001850,1380,PRODUCT
7250,1001850,1701,PRODUCT
7251,1001850,1801,PRODUCT
7252,1001851,1564,SUBSTRATE
7253,1001851,1810,SUBSTRATE
7254,1001851,1380,PRODUCT
7255,1001851,1701,PRODUCT
7256,1001851,1802,PRODUCT
7257,1001852,1566,SUBSTRATE
7258,1001852,1810,SUBSTRATE
7259,1001852,1380,PRODUCT
7260,1001852,1701,PRODUCT
7261,1001852,1803,PRODUCT
7262,1001853,1561,SUBSTRATE
7263,1001853,1810,SUBSTRATE
7264,1001853,1380,PRODUCT
7265,1001853,1701,PRODUCT
7266,1001853,1804,PRODUCT
7267,1001854,1563,SUBSTRATE
7268,1001854,1810,SUBSTRATE
7269,1001854,1380,PRODUCT
7270,1001854,1701,PRODUCT
7271,1001854,1805,PRODUCT
7272,1001855,1565,SUBSTRATE
7273,1001855,1810,SUBSTRATE
7274,1001855,1380,PRODUCT
7275,1001855,1701,PRODUCT
7276,1001855,1806,PRODUCT
7277,1001856,1567,SUBSTRATE
7278,1001856,1810,SUBSTRATE
7279,1001856,1380,PRODUCT
7280,1001856,1701,PRODUCT
7281,1001856,1807,PRODUCT
7282,1001857,1689,SUBSTRATE
7283,1001857,1811,SUBSTRATE
7284,1001857,1812,PRODUCT
7285,1001857,1813,PRODUCT
7286,1001858,1691,SUBSTRATE
7287,1001858,1811,SUBSTRATE
7288,1001858,1812,PRODUCT
7289,1001858,1814,PRODUCT
7290,1001859,1693,SUBSTRATE
7291,1001859,1811,SUBSTRATE
7292,1001859,1812,PRODUCT
7293,1001859,1815,PRODUCT
7294,1001860,1695,SUBSTRATE
7295,1001860,1811,SUBSTRATE
7296,1001860,1812,PRODUCT
7297,1001860,1816,PRODUCT
7298,1001861,1697,SUBSTRATE
7299,1001861,1811,SUBSTRATE
7300,1001861,1812,PRODUCT
7301,1001861,1817,PRODUCT
7302,1001862,1699,SUBSTRATE
7303,1001862,1811,SUBSTRATE
7304,1001862,1812,PRODUCT
7305,1001862,1818,PRODUCT
7306,1001863,1813,SUBSTRATE
